Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Leverage,High_Leverage_2p,High_Leverage_3p,Cook_Distance
7.4,2.6,5.6,1.7,6.7,3.26,High,0.0020348591346027326,0,0,5.991135949084224e-05
10.0,0.2,8.8,1.9,3.1,3.46,High,0.003512972042692939,0,0,3.241513277566384e-05
7.0,3.0,9.6,4.2,0.2,2.68,Moderate,0.004291350775034523,0,0,5.082763454539401e-05
8.9,1.0,7.8,2.2,4.1,3.54,High,0.0018809815370892389,0,0,3.8973558750900814e-05
8.3,1.0,6.0,5.5,3.2,3.25,High,0.0023850781048731593,0,0,2.6543608493742088e-05
6.1,0.2,5.2,1.1,11.4,2.72,High,0.004558948363002434,0,0,0.0007646424015654821
9.3,1.1,9.8,2.2,1.6,3.79,High,0.00484015388656769,0,0,0.00037329056061919606
7.6,3.0,6.4,2.1,4.9,2.83,Moderate,0.002407955018930289,0,0,0.0011417569030397075
9.5,3.8,9.5,0.5,0.7,3.4,High,0.003609172848824595,0,0,0.00018223428952849068
7.5,0.8,8.0,1.1,6.6,3.43,Moderate,0.0027331313127008684,0,0,0.0005122334995611607
6.7,3.4,6.0,0.4,7.5,2.48,Moderate,0.005986015487865247,0,0,0.0013843557323934338
9.1,3.3,6.7,3.4,1.5,3.4,High,0.002415702503597159,0,0,1.3352622768984189e-05
8.9,2.6,5.8,5.3,1.4,2.98,High,0.004241317019399657,0,0,1.614500425704135e-05
7.1,0.2,5.6,4.6,6.5,3.13,High,0.002333427704103261,0,0,0.00012460565288553667
5.0,1.7,7.6,0.3,9.4,2.53,Low,0.0035952959988620322,0,0,1.7078380313091222e-05
6.2,0.0,8.6,5.8,3.4,2.71,Moderate,0.004777039571836496,0,0,0.0002476412465906815
6.1,2.7,8.7,5.1,1.4,2.57,Moderate,0.0036693757147411854,0,0,0.00035335761075802743
6.6,2.9,9.1,1.0,4.4,2.85,Moderate,0.0020355351765239988,0,0,5.113564826031354e-05
6.9,3.6,9.0,4.4,0.1,2.92,Moderate,0.002540182273082885,0,0,4.968783293900381e-05
8.0,2.6,5.4,3.3,4.7,3.48,High,0.0028130949970899557,0,0,2.339631013330014e-05
8.5,0.7,8.9,3.4,2.5,3.41,High,0.0021320581968862127,0,0,0.00027888954591967355
6.5,2.9,8.8,0.6,5.2,2.67,Moderate,0.0028746068398904524,0,0,8.283930132892878e-05
7.6,2.0,6.8,5.6,2.0,3.25,Moderate,0.0018940858981801765,0,0,0.0007368603712404747
8.6,1.8,9.6,2.8,1.2,3.47,High,0.0018557276515628763,0,0,0.0003803777280770952
8.6,3.4,6.4,4.5,1.1,3.18,High,0.002482790433491243,0,0,2.773688811854097e-05
6.7,3.9,9.3,2.9,1.2,2.78,Moderate,0.0034288673569318664,0,0,6.31567640745289e-05
8.6,2.2,9.7,1.7,1.8,3.07,High,0.002413594534488979,0,0,0.0005954247996187671
8.9,2.9,6.9,0.1,5.2,3.26,High,0.0022706792012596234,0,0,1.9668544234144444e-05
9.2,0.0,8.5,5.8,0.5,3.08,High,0.006030505774229353,0,0,0.00022703204324651453
8.5,3.3,7.7,4.4,0.1,3.2,High,0.0017962070418803878,0,0,9.291493443169229e-05
5.3,2.0,8.6,5.2,2.9,2.89,Low,0.0030282285538019175,0,0,2.850718058102533e-05
7.8,1.6,5.7,5.2,3.7,3.06,High,0.0019847996619985816,0,0,4.14767937880435e-05
5.8,1.2,6.5,5.2,5.3,3.08,Low,0.0026805937615513404,0,0,0.001140686860518665
6.3,2.5,7.9,5.0,2.3,3.07,Moderate,0.002073482109335994,0,0,9.208571678193393e-05
9.5,0.0,8.4,0.3,5.8,3.07,High,0.0053691526709720525,0,0,8.370964371994403e-05
6.5,1.4,8.1,2.0,6.0,3.06,Moderate,0.0010969060240852782,0,0,4.2988569732551436e-05
8.7,1.6,5.3,4.7,3.7,3.2,High,0.0027368841311216857,0,0,7.074142581739584e-06
8.4,1.3,5.3,2.2,6.8,2.92,High,0.003777351719269007,0,0,1.6432338621585685e-05
9.7,2.6,8.4,2.1,1.2,3.38,High,0.0023998267294877387,0,0,2.782391254036254e-05
8.8,0.4,6.4,1.7,6.7,3.05,High,0.003302407082478081,0,0,2.1218288570289903e-05
7.2,3.9,5.3,3.1,4.5,3.03,High,0.0028938177920235985,0,0,0.00010884249545663916
8.7,2.8,7.1,1.9,3.5,3.12,High,0.0017317137948697024,0,0,3.065002911442439e-05
7.0,1.1,6.0,2.9,7.0,2.87,Moderate,0.00186287144815431,0,0,0.0006588033365751875
8.3,3.9,8.0,0.3,3.5,3.04,High,0.002889047568840248,0,0,0.0002506150230990661
5.4,3.8,6.5,0.6,7.7,3.14,Low,0.005337943101724898,0,0,0.000318198388133989
8.2,1.1,5.1,5.8,3.8,3.5,High,0.003861826866029136,0,0,1.7230231995578228e-05
6.3,2.7,8.5,3.7,2.8,2.72,Moderate,0.002110633419388092,0,0,9.175208271120222e-05
8.0,3.5,9.7,0.3,2.5,3.02,Moderate,0.0026016092056323488,0,0,0.0001688381620865753
5.8,3.8,8.7,5.0,0.7,2.95,Low,0.004285324515445993,0,0,0.00038924029422934825
8.5,2.7,7.0,0.1,5.7,3.01,High,0.0026174548932653622,0,0,5.611838632118061e-05
7.9,1.0,7.3,5.7,2.1,3.41,Moderate,0.002543122364220457,0,0,0.0010378628507967602
5.9,2.7,9.9,0.6,4.9,2.82,Low,0.0030539406958455233,0,0,0.00017385160365710565
5.0,1.7,5.5,4.5,7.3,2.72,High,0.002947122040508454,0,0,0.003881571586309785
6.3,1.7,8.6,0.1,7.3,3.11,Moderate,0.0026350724254454467,0,0,0.00016408737861209975
7.9,2.5,8.2,1.3,4.1,3.08,Moderate,0.0009893261594574173,0,0,0.0002174765708519288
6.0,3.5,8.7,0.1,5.7,2.95,Moderate,0.0029363762176180834,0,0,0.0006436953817037475
6.2,0.9,6.4,1.5,9.0,2.92,Moderate,0.0016738515085994005,0,0,0.00018175904862650764
8.7,2.4,8.4,0.4,4.1,3.16,High,0.0017848376294320523,0,0,0.00011090848083295896
9.8,3.4,9.0,1.5,0.3,3.49,High,0.0028355520939891622,0,0,5.0685843235345495e-05
6.0,2.5,8.7,4.4,2.4,3.05,Moderate,0.0025855444242108582,0,0,0.0004866838362261238
7.6,0.3,6.9,5.5,3.7,3.35,Moderate,0.0029447117286399544,0,0,0.0011577693421900028
6.3,1.5,9.5,4.0,2.7,3.42,Moderate,0.005372147311203412,0,0,0.0005724341911472139
8.9,1.8,8.2,1.3,3.8,3.21,High,0.0014229423205605156,0,0,5.1875019275118496e-05
7.2,2.6,9.7,0.3,4.2,3.42,Moderate,0.0037776778992599487,0,0,8.711717071263084e-05
9.1,1.2,7.2,0.1,6.4,3.37,High,0.002313644593345239,0,0,1.7385311309772588e-05
5.3,2.0,9.6,0.6,6.5,2.41,Low,0.0051053940055956395,0,0,2.2690912399902313e-05
8.8,1.6,8.3,1.4,3.9,3.26,High,0.001289032148561862,0,0,5.984039979908489e-05
5.4,0.7,8.3,5.3,4.3,2.75,Low,0.003131657528132852,0,0,7.938608047493329e-05
9.1,2.7,5.6,1.7,4.9,3.15,High,0.0031276907375603147,0,0,5.152069145506746e-06
7.6,2.1,6.8,2.1,5.4,2.97,Moderate,0.0010537315903814245,0,0,0.00041844581296387063
9.1,3.2,6.5,4.8,0.4,3.34,High,0.0026825837290727485,0,0,1.3096603167674953e-05
6.8,2.0,9.7,4.8,0.7,3.09,Moderate,0.0032231624041112964,0,0,4.934688194489169e-05
5.5,1.6,7.8,3.0,6.1,2.9,Low,0.0017493311487864192,0,0,8.608586878007006e-05
8.4,3.4,9.3,2.2,0.7,3.2,High,0.0021540520113031364,0,0,0.0005033318262245205
7.2,2.4,5.8,4.0,4.6,3.19,High,0.0014868223668863395,0,0,8.537940007386811e-05
6.1,0.5,5.8,0.0,11.6,2.73,High,0.00500664000127719,0,0,0.0013179076348107713
8.6,2.9,7.6,0.8,4.1,3.15,High,0.0017682389560834874,0,0,5.925798533751501e-05
5.5,0.9,7.6,3.6,6.4,2.57,Low,0.00271105575228004,0,0,0.00020643689247052654
6.2,0.2,7.0,1.4,9.2,3.13,Moderate,0.002650312805060848,0,0,0.00020965181275109157
7.1,1.7,7.7,4.2,3.3,3.48,Moderate,0.0030572654098127965,0,0,0.0003766037383883211
8.5,0.7,7.5,2.5,4.8,3.34,High,0.0013828021891671416,0,0,4.481508199389446e-05
7.7,0.5,8.0,0.7,7.1,3.34,Moderate,0.0023618590185488317,0,0,0.0005632664754037339
6.7,0.6,8.5,1.2,7.0,3.18,Moderate,0.002288063974353711,0,0,8.199460085266783e-05
6.0,2.0,7.1,0.1,8.8,2.85,Moderate,0.0025860710076475103,0,0,0.0002296580452921895
9.0,0.3,7.4,3.4,3.9,3.64,High,0.0029476874596959116,0,0,3.2870054059022614e-05
6.3,0.0,8.6,3.2,5.9,3.14,Moderate,0.0033107479892856367,0,0,0.00016822106250708466
9.2,3.3,9.2,1.1,1.2,3.6,High,0.0029602260474388565,0,0,0.00016445446486362656
7.3,0.7,9.3,5.3,1.4,2.97,Moderate,0.003622461309785366,0,0,9.868842998745974e-05
7.3,0.3,6.9,4.8,4.7,3.09,Moderate,0.0018965201981500186,0,0,0.0005151690620227216
5.3,3.5,6.9,3.3,5.0,2.81,Low,0.0024836116843735974,0,0,8.626476496123236e-05
9.8,0.3,8.2,0.4,5.3,3.71,High,0.00422121104136296,0,0,2.3542381920137462e-05
7.2,4.0,7.8,1.6,3.4,2.98,Moderate,0.0020855322763643452,0,0,0.00022788391508350651
6.1,1.4,6.9,0.4,9.2,2.79,Moderate,0.0019191909083654374,0,0,0.00014341722683945226
8.6,2.6,8.5,0.0,4.3,2.85,High,0.004031556982104058,0,0,0.000365907434917105
6.1,2.6,7.4,0.0,7.9,3.03,Moderate,0.002359635274406592,0,0,0.00019247393525232757
7.7,0.3,8.8,3.5,3.7,3.29,Moderate,0.0022541097068566576,0,0,0.00024140065081344658
8.9,3.0,9.0,1.6,1.5,3.42,High,0.0017275273208691335,0,0,0.00013742327294950172
8.1,3.0,5.8,1.2,5.9,3.04,High,0.002521007411078746,0,0,3.0798210668496034e-05
9.5,3.0,9.5,1.5,0.5,3.76,High,0.004806469809570077,0,0,0.0002103997373001742
9.4,2.3,8.2,0.6,3.5,3.62,High,0.0027439171986661844,0,0,3.504875943525457e-05
7.4,2.9,6.4,1.2,6.1,2.89,Moderate,0.0020510923047936643,0,0,0.000846021110612018
6.1,1.7,9.5,3.0,3.7,2.76,Moderate,0.0023721330511801133,0,0,0.00042914587171770114
5.9,0.3,8.5,2.3,7.0,2.99,Low,0.0027287005161877246,0,0,0.0005051722179100392
9.0,1.1,8.5,1.4,4.0,3.56,High,0.0021948726197380435,0,0,7.7453968948721e-05
9.7,2.5,6.6,1.4,3.8,3.57,High,0.002503747540843255,0,0,3.4802874075379634e-06
6.1,2.4,6.3,4.0,5.2,2.73,Moderate,0.0018533878784377346,0,0,0.0001599243728396094
9.1,3.1,8.8,0.6,2.4,3.42,High,0.002544521122851826,0,0,0.00011573662771909024
6.8,1.7,5.2,1.6,8.7,2.91,High,0.0022117983310045537,0,0,0.0001291731972540556
5.2,3.5,6.2,3.3,5.8,2.8,Low,0.002841224708227574,0,0,0.0001092733732645786
6.6,3.6,9.4,1.4,3.0,2.94,Moderate,0.002429375560649953,0,0,6.894930867285149e-05
9.5,4.0,9.1,1.2,0.2,3.52,High,0.00367879637394163,0,0,0.00012109121458765884
5.3,0.4,10.0,2.0,6.3,2.49,Low,0.005653809134952756,0,0,2.0662122942790998e-05
8.7,3.2,9.3,2.8,0.0,3.1,High,0.0027850591858923066,0,0,0.00046864318162025245
5.1,1.4,8.9,3.4,5.2,2.72,Low,0.002695214083466722,0,0,7.288436535105861e-06
6.6,2.6,6.2,0.1,8.5,3.11,Moderate,0.002772586185753263,0,0,0.0006194303943761839
8.8,0.2,9.2,3.6,2.2,3.59,High,0.0037998849903060385,0,0,0.0003922616053502883
7.8,2.5,9.3,2.6,1.8,3.2,Moderate,0.00142004942445113,0,0,0.00010100326780234852
8.8,1.8,8.5,1.9,3.0,3.32,High,0.0011914963301891642,0,0,6.815262636849545e-05
6.1,2.4,9.6,5.5,0.4,2.99,Moderate,0.0042492053769091044,0,0,0.000884617942837775
6.1,4.0,9.9,2.6,1.4,2.49,Moderate,0.0054962914827664,0,0,0.0013173019304449508
9.0,2.9,8.0,0.2,3.9,3.74,High,0.003954984659319495,0,0,7.680344039173747e-05
8.4,1.5,9.7,0.7,3.7,3.16,High,0.002176038538584286,0,0,0.0006219587610528036
7.5,2.8,8.5,3.4,1.8,2.98,Moderate,0.0013465705923058906,0,0,0.00011440934606367523
8.2,2.4,5.9,4.2,3.3,3.13,High,0.0017060347812865276,0,0,2.1240749667832565e-05
7.3,2.7,9.2,0.8,4.0,3.41,Moderate,0.0030923804170026907,0,0,0.00013136185755875071
9.2,3.2,9.8,1.0,0.8,3.55,High,0.0036424725586360817,0,0,0.0003693987474571308
7.4,1.6,5.8,3.4,5.8,3.19,High,0.0012391008880756158,0,0,4.840660003207967e-05
7.9,2.4,6.8,0.3,6.6,3.14,Moderate,0.0018198609670865347,0,0,0.0010147008609110851
5.2,1.7,5.4,3.6,8.1,2.55,High,0.0035992744304983075,0,0,0.0032781981157447154
9.3,3.5,6.0,3.8,1.4,3.52,High,0.0034343814729547732,0,0,5.9953686181630205e-06
6.4,3.2,10.0,0.1,4.3,3.01,Moderate,0.0034964919239981775,0,0,0.0003520022844337366
9.9,1.9,9.2,0.2,2.8,3.65,High,0.0032677062770466764,0,0,4.992046487378846e-05
6.7,0.3,9.9,4.9,2.2,2.96,Moderate,0.004195732373707853,0,0,7.361695006880865e-05
5.4,0.8,6.1,2.8,8.9,2.66,Low,0.0025095883179200654,0,0,0.00036405755423309544
6.3,0.4,5.8,0.9,10.6,2.93,High,0.002896609274241005,0,0,0.0005647772011725181
6.4,3.2,6.6,1.8,6.0,3.06,Moderate,0.0018367691599411307,0,0,0.00020630595696495262
6.2,0.5,6.3,2.1,8.9,2.84,Moderate,0.003129063790692078,0,0,0.0003523002237699617
6.1,3.2,5.7,2.1,6.9,2.95,High,0.0022694924282635827,0,0,0.0005997986099904046
9.3,0.6,5.4,2.9,5.8,3.51,High,0.0033554243334206132,0,0,2.5437284873775366e-06
9.0,0.5,7.9,3.0,3.6,2.99,High,0.003533392234155842,0,0,9.09089101346261e-05
5.7,2.5,6.4,2.9,6.5,2.84,Low,0.0015091305780825254,0,0,0.0004759275973042603
6.5,3.3,5.3,2.5,6.4,2.81,High,0.0026769193303890246,0,0,0.0003145150210194428
7.3,2.9,7.9,3.9,2.0,3.19,Moderate,0.0011982292321790573,0,0,0.00014126012436822133
6.6,2.2,9.2,5.9,0.1,3.06,Moderate,0.003182677136851969,0,0,7.110729302218998e-05
9.4,1.5,6.0,2.9,4.2,3.4,High,0.0021462432388107003,0,0,2.910503586975034e-06
7.4,3.4,6.8,5.2,1.2,3.45,Moderate,0.0039029800966540185,0,0,0.0012883640173989557
7.0,1.3,7.3,4.6,3.8,3.0,Moderate,0.0012208538693715422,0,0,0.00015394406951449343
9.8,0.7,7.8,3.3,2.4,3.41,High,0.0022855516329831032,0,0,1.1126038812281214e-05
7.4,2.6,6.1,3.3,4.6,3.41,Moderate,0.002293267145638987,0,0,0.0012058935110811405
5.7,2.3,5.9,1.7,8.4,2.62,High,0.002887288957044828,0,0,0.001539065660164523
6.1,0.7,9.1,1.7,6.4,2.69,Moderate,0.0028862502959031686,0,0,0.0003806240061299109
6.9,3.2,6.8,0.5,6.6,3.08,Moderate,0.0019306697167851851,0,0,0.0003722869384954287
7.8,3.4,9.0,0.7,3.1,2.95,Moderate,0.002278058371229241,0,0,0.00020584260544481033
6.1,3.5,6.2,1.6,6.6,3.05,Moderate,0.002638457095266938,0,0,0.00030408786936494915
5.0,3.5,9.0,3.8,2.7,2.62,Low,0.003951444342912851,0,0,5.165765339315191e-06
7.3,1.4,5.5,2.9,6.9,3.19,High,0.0016829110052351398,0,0,5.488913856139235e-05
9.6,0.2,6.5,1.2,6.5,3.5,High,0.0035807857791355603,0,0,4.933203014318094e-06
7.3,1.9,8.8,0.9,5.1,3.06,Moderate,0.0012111128340736989,0,0,6.742351338967088e-05
7.4,1.7,8.0,6.0,0.9,3.0,Moderate,0.002002412976066646,0,0,0.0002204625243619707
9.1,0.7,5.2,1.2,7.8,3.64,High,0.004367570638296087,0,0,3.2601629365564167e-06
6.7,2.0,8.1,5.5,1.7,3.11,Moderate,0.0020246073337626858,0,0,7.711764144626686e-05
5.3,0.1,7.8,2.6,8.2,3.58,Low,0.011200327697626713,1,1,0.00014607281656538795
9.2,0.6,5.1,2.7,6.4,3.27,High,0.0038841038414209037,0,0,2.797291831839965e-06
8.0,1.1,5.9,2.3,6.7,3.27,High,0.0016356081015808596,0,0,2.3115387288367275e-05
9.0,1.6,8.8,0.6,4.0,3.2,High,0.0022588561715632463,0,0,0.0001254070541056038
8.4,2.3,9.6,1.4,2.3,3.41,High,0.0022747671153400236,0,0,0.0005856317062262737
5.3,0.1,9.1,3.1,6.4,2.65,Low,0.0043692787683858,0,0,3.374131784262694e-05
6.7,0.1,9.8,4.0,3.4,3.15,Moderate,0.0038224718058758956,0,0,7.538935886349356e-05
9.7,1.1,8.1,3.5,1.6,3.63,High,0.0024650623678904773,0,0,1.8395444134090246e-05
9.7,3.5,8.7,0.6,1.5,3.36,High,0.0037590313519688156,0,0,5.889383959677557e-05
6.4,3.9,5.1,4.3,4.3,3.14,High,0.0038890711647598074,0,0,0.0004267380286991959
10.0,1.2,6.7,0.5,5.6,3.79,High,0.004564776853895782,0,0,3.4115686947473527e-06
7.2,1.0,6.7,5.0,4.1,3.21,Moderate,0.0018316476111144807,0,0,0.00051852604070182
5.3,0.4,5.8,3.6,8.9,2.76,High,0.003358964181850613,0,0,0.0030514346610645074
5.8,3.9,7.2,3.0,4.1,2.83,Low,0.0023970730618830672,0,0,0.0006084901592208932
8.3,3.0,8.8,2.3,1.6,2.92,High,0.002518822429670219,0,0,0.0004911192771477311
9.5,3.3,8.8,0.1,2.3,3.24,High,0.003578266239631748,0,0,8.972282913017499e-05
7.0,3.5,9.5,3.6,0.4,3.4,Moderate,0.004480108650962435,0,0,8.376421171370343e-05
6.6,2.8,6.4,1.1,7.1,2.88,Moderate,0.0017504085460339027,0,0,0.00029338683378302914
7.1,3.3,5.6,4.4,3.6,2.85,High,0.002833794608872945,0,0,0.00019137547758473568
7.7,1.2,7.5,1.8,5.8,2.88,Moderate,0.0017744576155076406,0,0,0.0004974579952971683
5.8,0.5,7.7,5.4,4.6,3.27,Low,0.004547183143204619,0,0,0.000919366813417382
6.7,2.9,8.3,5.6,0.5,3.06,Moderate,0.0027776050284635903,0,0,8.463119405155058e-05
8.3,3.6,7.0,1.7,3.4,3.5,High,0.0027865744665923004,0,0,7.494723261621341e-05
5.1,3.3,9.0,0.6,6.0,2.54,Low,0.00378078900682937,0,0,7.892964054558055e-06
5.6,3.9,6.1,0.4,8.0,3.32,Low,0.007345348811067757,1,0,0.0014106647006822525
8.0,3.0,5.2,4.0,3.8,3.01,High,0.0028846534035065242,0,0,2.5414429755796783e-05
5.9,2.3,6.5,5.6,3.7,2.9,Low,0.0022540563328897305,0,0,0.0012661803477741695
9.1,3.9,6.3,4.6,0.1,2.98,High,0.005263012540437243,0,0,2.510649287152183e-05
5.3,0.2,8.5,2.7,7.3,2.62,Low,0.0036084269078631224,0,0,4.640293755453884e-05
6.1,2.5,6.3,3.5,5.6,3.13,Moderate,0.0020593900330386286,0,0,0.00021582243566683004
9.1,1.9,6.8,2.2,4.0,3.27,High,0.0015368946672874898,0,0,8.92885989037701e-06
9.0,1.3,6.0,0.5,7.2,3.05,High,0.004028653166939924,0,0,1.1475654531942888e-05
9.2,0.9,6.9,4.9,2.1,2.81,High,0.006569355462780044,0,0,4.9602180817031396e-05
9.1,1.5,7.3,1.8,4.3,3.4,High,0.0013806489590499841,0,0,1.2583744689590595e-05
7.7,0.1,7.4,2.4,6.4,3.24,Moderate,0.001993305721538932,0,0,0.0006729041826714952
5.8,2.6,9.9,3.2,2.5,2.8,Low,0.003047460390648933,0,0,0.00011954091711227924
7.1,0.5,8.1,5.6,2.7,3.1,Moderate,0.0024698339918285666,0,0,0.00017483384442288592
8.3,0.3,6.8,3.3,5.3,3.48,High,0.002339271012437204,0,0,4.837210473019371e-05
9.1,2.4,6.9,1.4,4.2,3.3,High,0.0015547378724992092,0,0,9.749482200858842e-06
5.5,1.4,7.1,4.1,5.9,2.71,Low,0.001819400743839413,0,0,0.0001853310935309089
7.0,0.7,5.8,5.0,5.5,3.09,High,0.0019879373369936955,0,0,0.00016009401547673765
5.2,1.7,5.8,5.3,6.0,2.48,High,0.0040786429475010415,0,0,0.004559333451421581
7.5,2.9,9.8,0.8,3.0,3.19,Moderate,0.0022050169061756425,0,0,6.20844302957688e-05
9.4,3.7,9.6,0.8,0.5,3.16,High,0.003979225837956256,0,0,0.00029221143576519347
8.8,2.1,8.4,2.0,2.7,3.66,High,0.0025890119591412807,0,0,0.00011722326275938941
8.7,3.3,5.7,5.0,1.3,3.55,High,0.0038870307880775326,0,0,1.4478883255415809e-05
7.2,1.5,9.6,1.4,4.3,3.11,Moderate,0.0018224006097402124,0,0,3.919699220381581e-05
9.2,1.9,7.6,1.6,3.7,3.02,High,0.0030905248386721746,0,0,3.9831002696886245e-05
5.2,1.1,5.0,5.9,6.8,2.93,High,0.00402120824766718,0,0,0.0028880096074296673
9.8,1.6,8.6,1.4,2.6,3.68,High,0.002974244467223548,0,0,2.899395750427314e-05
9.7,1.6,8.9,1.0,2.8,3.57,High,0.0026698743719986645,0,0,4.4240051705364975e-05
10.0,0.1,8.0,3.9,2.0,3.35,High,0.0038623081443492136,0,0,1.7167941846485924e-05
9.7,0.7,8.1,1.2,4.3,3.53,High,0.002706846588394652,0,0,1.8533362924389458e-05
6.5,2.2,7.1,1.0,7.2,2.91,Moderate,0.0012970296834538479,0,0,0.00010678595520620038
8.8,3.6,5.4,2.4,3.8,3.08,High,0.00389011485052632,0,0,9.694906069342873e-06
5.5,0.1,8.3,3.6,6.5,2.73,Low,0.0032218196064064666,0,0,0.0001353467592699193
5.1,3.3,9.9,0.8,4.9,2.64,Low,0.004113102928251748,0,0,3.699789576330755e-06
6.2,3.5,9.6,2.0,2.7,2.55,Moderate,0.004415177349964775,0,0,0.0005972388378997459
5.1,2.3,5.1,4.7,6.8,3.03,High,0.004367490818497879,0,0,0.0041769568779185615
6.5,0.2,7.9,2.4,7.0,2.98,Moderate,0.0021306160460359738,0,0,9.19167198833508e-05
6.4,2.8,6.4,5.4,3.0,3.05,Moderate,0.0020110686058099005,0,0,0.00023251807815334032
6.9,2.2,5.3,2.6,7.0,3.12,High,0.001959956486685789,0,0,0.00010511779734811211
6.1,0.9,9.1,5.6,2.3,3.01,Moderate,0.0034625236545287943,0,0,0.00047723545472533866
5.5,1.8,6.7,5.2,4.8,2.24,Low,0.006268442688225251,0,0,0.0011070970563852403
6.7,1.6,7.6,1.0,7.1,2.93,Moderate,0.001441195009837583,0,0,0.00010055383544324206
7.9,3.2,8.8,0.6,3.5,3.09,Moderate,0.00200819548807562,0,0,0.0002701275219246522
6.8,1.6,8.4,0.3,6.9,2.88,Moderate,0.001839230632201776,0,0,6.988247159322848e-05
5.2,1.6,8.5,1.2,7.5,2.52,Low,0.0031104412195363113,0,0,2.074521087774095e-05
9.4,3.6,6.5,1.0,3.5,3.57,High,0.0031436485352821586,0,0,6.807004077248613e-06
7.1,1.0,8.4,5.0,2.5,3.26,Moderate,0.0024651469614624605,0,0,0.00014028136227521934
7.0,0.6,8.7,2.2,5.5,3.15,Moderate,0.0018164388906957466,0,0,7.258895078702495e-05
8.4,1.1,5.4,6.0,3.1,3.44,High,0.003284677862350322,0,0,1.4959163454463754e-05
9.3,1.2,7.3,3.7,2.5,3.76,High,0.0033218316300473285,0,0,1.9661102429685004e-05
7.1,1.7,6.7,3.4,5.1,2.99,Moderate,0.0008145023579523159,0,0,0.00019794271348404113
9.7,2.8,9.1,1.3,1.1,3.54,High,0.002107505239722296,0,0,4.684084713241369e-05
8.9,0.1,9.1,0.2,5.7,3.14,High,0.003977647695054776,0,0,0.0003319185903173863
8.8,1.0,9.3,0.5,4.4,3.18,High,0.002563686335836795,0,0,0.000307629571425664
5.6,3.9,8.4,5.1,1.0,3.08,Low,0.004478475002518581,0,0,0.00017984043343014042
8.0,2.4,8.4,3.0,2.2,2.96,Moderate,0.0015974089281964965,0,0,0.0003072999745844414
7.1,1.1,8.8,1.4,5.6,2.85,Moderate,0.0020400102868990437,0,0,7.624222450278751e-05
8.1,3.0,6.1,0.4,6.4,3.37,High,0.002650943432633533,0,0,3.689578090246333e-05
5.7,2.4,9.2,0.3,6.4,2.69,Low,0.0030902858966189673,0,0,0.0001254877553731611
7.4,3.7,6.7,2.8,3.4,3.36,Moderate,0.002508483070976651,0,0,0.0009161115695901483
5.1,0.3,6.3,0.2,12.1,2.55,Low,0.0044755187603192585,0,0,0.000127555831288607
7.7,0.7,6.5,4.0,5.1,3.54,Moderate,0.0032394111222955836,0,0,0.0018581938342065033
9.8,0.2,9.5,2.6,1.9,3.47,High,0.0038854195027236684,0,0,0.00011103782152108681
5.3,0.4,8.0,2.0,8.3,3.37,Low,0.007488921087534963,1,0,8.828521420149073e-05
9.6,1.6,5.7,4.3,2.8,3.49,High,0.002847928350518233,0,0,2.0144586009826663e-06
8.5,3.6,9.0,2.0,0.9,2.9,High,0.003975585346844224,0,0,0.0007176289557389719
8.4,3.8,6.5,0.0,5.3,3.08,High,0.003364079025346847,0,0,5.031577674749975e-05
8.3,2.5,8.0,0.1,5.1,3.1,High,0.0017519114132312791,0,0,0.00013903561705093614
8.6,1.3,8.3,3.2,2.6,3.11,High,0.0016653775844460306,0,0,0.00012211066670863338
5.5,3.3,9.6,3.6,2.0,2.75,Low,0.0036774276372529,0,0,3.859759948885959e-05
5.5,1.6,8.6,4.7,3.6,2.64,Low,0.002887107418533747,0,0,9.210653829746092e-05
6.3,0.1,7.7,5.1,4.8,3.22,Moderate,0.0034219335483927876,0,0,0.00016571756914289813
9.8,2.3,7.6,0.4,3.9,3.04,High,0.005002791146307983,0,0,2.1642571501651684e-05
8.0,1.6,6.2,0.6,7.6,3.38,Moderate,0.0024502258584376433,0,0,0.00199162346221787
6.6,0.4,5.9,5.9,5.2,3.27,High,0.003865533482645539,0,0,0.0005879959533352202
9.4,4.0,7.9,2.2,0.5,2.91,High,0.005678625343686013,0,0,8.57841925354053e-05
6.6,1.2,7.0,4.0,5.2,2.76,Moderate,0.0016821276531297543,0,0,0.00014750751083015472
5.7,2.5,5.6,3.5,6.7,3.08,High,0.0027360673404376043,0,0,0.0011647747258312748
8.5,2.8,8.8,3.4,0.5,3.63,High,0.0036292080146627928,0,0,0.0004293355719585289
8.1,0.7,5.1,1.7,8.4,3.21,High,0.003153554981449932,0,0,1.532269991435721e-05
7.2,2.5,9.2,1.0,4.1,3.07,Moderate,0.0015061775361369526,0,0,4.6689889881518496e-05
7.9,2.2,5.4,0.3,8.2,2.99,High,0.0036230082917219526,0,0,3.826549138105e-05
5.5,2.3,7.7,1.4,7.1,3.05,Low,0.0024356130176718714,0,0,0.00010556539675967601
5.2,2.0,8.4,1.5,6.9,2.88,Low,0.00228840074225174,0,0,1.286216808964511e-05
6.5,2.5,9.5,4.5,1.0,3.29,Moderate,0.003877325910365143,0,0,0.00017010415542030106
6.8,2.6,7.3,1.1,6.2,3.13,Moderate,0.0012783592150806243,0,0,0.00014178881331305336
