Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_High,Stress_Low,Stress_Moderate,Leverage,High_Leverage_2p,High_Leverage_3p,Cook_Distance
6.3,3.3,5.1,2.3,7.0,2.74,1,0,0,0.004482696695925127,0,0,0.0005389885086183524
6.7,0.1,5.6,2.5,9.1,2.49,1,0,0,0.00530300290560139,0,0,0.004615969195944911
7.7,2.4,5.0,2.8,6.1,3.12,1,0,0,0.002637611634065364,0,0,1.364275323163091e-05
9.8,2.1,8.4,1.2,2.5,3.61,1,0,0,0.0029470632880742222,0,0,0.00017206930153357964
7.6,3.9,5.6,0.1,6.8,3.28,1,0,0,0.004176571829216994,0,0,0.0002946926644881106
8.9,3.2,5.6,1.6,4.7,3.36,1,0,0,0.0030420716484073425,0,0,5.3487577407086125e-06
6.7,1.5,5.0,1.8,9.0,3.31,1,0,0,0.004494373978349366,0,0,0.0012251977377531603
8.2,3.9,9.2,0.1,2.6,3.26,1,0,0,0.004593132619282348,0,0,3.859088696405215e-05
8.9,1.8,7.0,1.8,4.5,3.38,1,0,0,0.0013584484117113403,0,0,6.121030285535937e-06
5.3,0.9,6.2,2.9,8.7,2.76,0,1,0,0.004843723345353418,0,0,3.0081480349840892e-05
5.3,3.8,9.7,4.1,1.1,3.13,0,1,0,0.007385892281937249,0,0,0.002923864759141469
10.0,2.2,9.8,0.2,1.8,3.25,1,0,0,0.0039701192065607635,0,0,0.0007354977575884222
6.0,0.6,8.1,4.7,4.6,2.78,0,0,1,0.0034963752190029875,0,0,0.00012561980886253865
7.9,0.6,9.1,3.8,2.6,3.5,0,0,1,0.0033917874067519865,0,0,0.0010937971872780443
6.3,1.4,9.6,1.7,5.0,2.74,0,0,1,0.0034535195055929568,0,0,0.0003384764321760191
7.3,3.6,8.5,0.3,4.3,2.93,0,0,1,0.0027893407026680973,0,0,0.00014098558232898011
5.7,3.8,7.6,1.5,5.4,3.27,0,1,0,0.004896966288002108,0,0,0.002815072062916531
7.5,2.7,5.4,1.6,6.8,3.09,1,0,0,0.003113159981393885,0,0,1.161678112705446e-05
7.7,1.7,5.2,1.0,8.4,3.43,1,0,0,0.0032721241260400564,0,0,0.0007159721986411253
7.2,0.8,5.2,5.1,5.7,2.99,1,0,0,0.0033288540950632767,0,0,0.00012025754920681524
9.8,0.8,9.8,3.6,0.0,3.59,1,0,0,0.004582622756970046,0,0,0.00017070997942137013
8.6,3.9,7.8,1.0,2.7,3.69,1,0,0,0.002657653741354256,0,0,0.0013977532291673833
5.4,2.5,9.9,1.1,5.1,2.54,0,1,0,0.005231214000477979,0,0,0.0010262512793797409
9.0,3.6,9.7,1.6,0.1,3.44,1,0,0,0.003635854681791983,0,0,0.0001266553932814283
8.8,0.6,7.4,4.3,2.9,3.32,1,0,0,0.002263688538702362,0,0,2.054099600385313e-06
6.2,2.6,8.3,1.0,5.9,3.23,0,0,1,0.0026845694434644036,0,0,0.0009062476735470614
7.5,0.0,5.0,2.1,9.4,3.2,1,0,0,0.004233467624796988,0,0,3.644931841369608e-05
9.6,0.9,8.2,1.2,4.1,3.62,1,0,0,0.0016325986287244372,0,0,0.00014287553161159664
8.6,0.4,7.1,0.2,7.7,3.2,1,0,0,0.0031019906530376585,0,0,0.00010122541038962939
7.4,2.6,5.6,1.7,6.7,3.26,1,0,0,0.002764455261253389,0,0,0.00019162725285813085
10.0,0.2,8.8,1.9,3.1,3.46,1,0,0,0.003646724936863941,0,0,3.5690059842408303e-05
7.0,3.0,9.6,4.2,0.2,2.68,0,0,1,0.005397991806847089,0,0,0.001902681579304838
8.9,1.0,7.8,2.2,4.1,3.54,1,0,0,0.001500331270258779,0,0,0.00017411555431107571
8.3,1.0,6.0,5.5,3.2,3.25,1,0,0,0.0019697621963947307,0,0,1.1938977264058231e-06
6.1,0.2,5.2,1.1,11.4,2.72,1,0,0,0.006791080916730771,0,0,0.0009064260666493421
9.3,1.1,9.8,2.2,1.6,3.79,1,0,0,0.003135519964475454,0,0,0.0014726103954914185
7.6,3.0,6.4,2.1,4.9,2.83,0,0,1,0.0034340947711925373,0,0,0.0008823277456818663
9.5,3.8,9.5,0.5,0.7,3.4,1,0,0,0.004108342063929278,0,0,8.450074451236435e-07
7.5,0.8,8.0,1.1,6.6,3.43,0,0,1,0.0029853976155520814,0,0,0.000920395403647309
6.7,3.4,6.0,0.4,7.5,2.48,0,0,1,0.004462228426942504,0,0,0.0033872239132571335
9.1,3.3,6.7,3.4,1.5,3.4,1,0,0,0.0021757894217098684,0,0,8.318254725447446e-06
8.9,2.6,5.8,5.3,1.4,2.98,1,0,0,0.0032374510812639783,0,0,0.0013238976157357901
7.1,0.2,5.6,4.6,6.5,3.13,1,0,0,0.0030107753361705023,0,0,1.8396201523156216e-05
5.0,1.7,7.6,0.3,9.4,2.53,0,1,0,0.005357684375182247,0,0,0.0007557034894225389
6.2,0.0,8.6,5.8,3.4,2.71,0,0,1,0.005023167028224119,0,0,0.0007029618143342419
6.1,2.7,8.7,5.1,1.4,2.57,0,0,1,0.0040918616545207965,0,0,0.0012589451547221928
6.6,2.9,9.1,1.0,4.4,2.85,0,0,1,0.002765933492594992,0,0,9.275024365505813e-05
6.9,3.6,9.0,4.4,0.1,2.92,0,0,1,0.004238841712921859,0,0,8.512724931862259e-05
8.0,2.6,5.4,3.3,4.7,3.48,1,0,0,0.0022504285979375624,0,0,0.0005209900045344882
8.5,0.7,8.9,3.4,2.5,3.41,1,0,0,0.0031833063169982045,0,0,0.00015630452765958073
6.5,2.9,8.8,0.6,5.2,2.67,0,0,1,0.002851342966335072,0,0,0.0006359747158263231
7.6,2.0,6.8,5.6,2.0,3.25,0,0,1,0.0026791023675489982,0,0,0.00011773716982887662
8.6,1.8,9.6,2.8,1.2,3.47,1,0,0,0.0032902339928212484,0,0,0.00033696289570354904
8.6,3.4,6.4,4.5,1.1,3.18,1,0,0,0.002210526907800641,0,0,8.12852662211722e-05
6.7,3.9,9.3,2.9,1.2,2.78,0,0,1,0.0038160153776974374,0,0,0.000399277477618239
8.6,2.2,9.7,1.7,1.8,3.07,1,0,0,0.0029910536011581706,0,0,0.00041391484237533917
8.9,2.9,6.9,0.1,5.2,3.26,1,0,0,0.0018721100360911225,0,0,2.9194578912476007e-05
9.2,0.0,8.5,5.8,0.5,3.08,1,0,0,0.004035445726479684,0,0,0.0012810668380735745
8.5,3.3,7.7,4.4,0.1,3.2,1,0,0,0.002320193592971388,0,0,3.48462948883971e-05
5.3,2.0,8.6,5.2,2.9,2.89,0,1,0,0.0044402315209990375,0,0,0.0001331584876854122
7.8,1.6,5.7,5.2,3.7,3.06,1,0,0,0.0020100079293108174,0,0,9.351022101739155e-05
5.8,1.2,6.5,5.2,5.3,3.08,0,1,0,0.004687759488621607,0,0,0.0005662338299578644
6.3,2.5,7.9,5.0,2.3,3.07,0,0,1,0.002386658092457808,0,0,0.0001613330690662081
9.5,0.0,8.4,0.3,5.8,3.07,1,0,0,0.003165292064795128,0,0,0.001330244987588242
6.5,1.4,8.1,2.0,6.0,3.06,0,0,1,0.0019210845005215404,0,0,6.432825795791726e-05
8.7,1.6,5.3,4.7,3.7,3.2,1,0,0,0.002642201800819433,0,0,0.00012180968368353959
8.4,1.3,5.3,2.2,6.8,2.92,1,0,0,0.003282869205555924,0,0,0.0012703283483810747
9.7,2.6,8.4,2.1,1.2,3.38,1,0,0,0.0023417730875793024,0,0,3.948317652322561e-05
8.8,0.4,6.4,1.7,6.7,3.05,1,0,0,0.0029270912627053273,0,0,0.000747850429323326
7.2,3.9,5.3,3.1,4.5,3.03,1,0,0,0.003288106228598887,0,0,1.8035412145270504e-05
8.7,2.8,7.1,1.9,3.5,3.12,1,0,0,0.0015171572841100615,0,0,0.00015564493344197704
7.0,1.1,6.0,2.9,7.0,2.87,0,0,1,0.003013822468397263,0,0,0.00027857285377176183
8.3,3.9,8.0,0.3,3.5,3.04,1,0,0,0.002493421249787805,0,0,0.0002695012844867765
5.4,3.8,6.5,0.6,7.7,3.14,0,1,0,0.006389409536354962,0,0,0.0023562681449808866
8.2,1.1,5.1,5.8,3.8,3.5,1,0,0,0.0028808764704686476,0,0,0.0005448414457608649
6.3,2.7,8.5,3.7,2.8,2.72,0,0,1,0.0025940296617781053,0,0,0.0003051242227779562
8.0,3.5,9.7,0.3,2.5,3.02,0,0,1,0.002922710564487224,0,0,0.00018216261884833207
5.8,3.8,8.7,5.0,0.7,2.95,0,1,0,0.006734724952377144,0,0,0.00019074484280502574
8.5,2.7,7.0,0.1,5.7,3.01,1,0,0,0.002163189190040683,0,0,0.00045084449226989845
7.9,1.0,7.3,5.7,2.1,3.41,0,0,1,0.0035041700827260717,0,0,0.0005582992784722064
5.9,2.7,9.9,0.6,4.9,2.82,0,1,0,0.005097278531231908,0,0,3.4908768839884985e-05
5.0,1.7,5.5,4.5,7.3,2.72,1,0,0,0.007075215185628219,0,0,2.106516194679591e-05
6.3,1.7,8.6,0.1,7.3,3.11,0,0,1,0.0029123288426947,0,0,0.0003298069437716789
7.9,2.5,8.2,1.3,4.1,3.08,0,0,1,0.002186152543979588,0,0,4.445867215001812e-05
6.0,3.5,8.7,0.1,5.7,2.95,0,0,1,0.004231053556785642,0,0,0.00011033347793011858
6.2,0.9,6.4,1.5,9.0,2.92,0,0,1,0.003633203068982915,0,0,2.8290699189274265e-08
8.7,2.4,8.4,0.4,4.1,3.16,1,0,0,0.001661529931342188,0,0,9.85261742010059e-05
9.8,3.4,9.0,1.5,0.3,3.49,1,0,0,0.004469733088236442,0,0,1.187755177598439e-05
6.0,2.5,8.7,4.4,2.4,3.05,0,0,1,0.0033230876790356235,0,0,0.0003250902719874555
7.6,0.3,6.9,5.5,3.7,3.35,0,0,1,0.0035028851287690448,0,0,0.00046365937481073025
6.3,1.5,9.5,4.0,2.7,3.42,0,0,1,0.003982724222751638,0,0,0.0030404202775680973
8.9,1.8,8.2,1.3,3.8,3.21,1,0,0,0.001268134800009423,0,0,6.202787312277236e-05
7.2,2.6,9.7,0.3,4.2,3.42,0,0,1,0.002810656239393235,0,0,0.001205144733424141
9.1,1.2,7.2,0.1,6.4,3.37,1,0,0,0.0019108682248534373,0,0,8.019879586001242e-08
5.3,2.0,9.6,0.6,6.5,2.41,0,1,0,0.004859122108875697,0,0,0.0020593405863521047
8.8,1.6,8.3,1.4,3.9,3.26,1,0,0,0.001304198670003948,0,0,1.5504012062807607e-05
5.4,0.7,8.3,5.3,4.3,2.75,0,1,0,0.004903654540839216,0,0,6.887868398146489e-05
9.1,2.7,5.6,1.7,4.9,3.15,1,0,0,0.0031306376099487212,0,0,0.0004678645614495753
7.6,2.1,6.8,2.1,5.4,2.97,0,0,1,0.00263581893999693,0,0,0.00019288237062760306
9.1,3.2,6.5,4.8,0.4,3.34,1,0,0,0.0024221327037089223,0,0,5.874352503934458e-06
6.8,2.0,9.7,4.8,0.7,3.09,0,0,1,0.004158449599783677,0,0,0.00011465475488650068
5.5,1.6,7.8,3.0,6.1,2.9,0,1,0,0.00328455834860407,0,0,5.697634485982933e-05
8.4,3.4,9.3,2.2,0.7,3.2,1,0,0,0.0031732113456567224,0,0,1.9617174622677655e-05
7.2,2.4,5.8,4.0,4.6,3.19,1,0,0,0.0019620158456389435,0,0,6.893186825937798e-05
6.1,0.5,5.8,0.0,11.6,2.73,1,0,0,0.008445091697456445,1,0,0.0009636095922589376
8.6,2.9,7.6,0.8,4.1,3.15,1,0,0,0.0018819689523699567,0,0,0.00010282642650858257
5.5,0.9,7.6,3.6,6.4,2.57,0,1,0,0.003567756426182411,0,0,0.0007496756853677358
6.2,0.2,7.0,1.4,9.2,3.13,0,0,1,0.004360362896123142,0,0,0.000584287962905863
7.1,1.7,7.7,4.2,3.3,3.48,0,0,1,0.001774748616523592,0,0,0.0010031127135256381
8.5,0.7,7.5,2.5,4.8,3.34,1,0,0,0.0016831181042639071,0,0,1.428198481211441e-05
7.7,0.5,8.0,0.7,7.1,3.34,0,0,1,0.0030437744870289566,0,0,0.000353540111879551
6.7,0.6,8.5,1.2,7.0,3.18,0,0,1,0.0025420753157099117,0,0,0.0002825902111953829
6.0,2.0,7.1,0.1,8.8,2.85,0,0,1,0.004301299420348906,0,0,8.191163146065515e-06
9.0,0.3,7.4,3.4,3.9,3.64,1,0,0,0.002273084492546038,0,0,0.0005114194229840902
6.3,0.0,8.6,3.2,5.9,3.14,0,0,1,0.004108417108623854,0,0,0.0005314226334315292
9.2,3.3,9.2,1.1,1.2,3.6,1,0,0,0.0037040459813735666,0,0,0.0006142396054049174
7.3,0.7,9.3,5.3,1.4,2.97,0,0,1,0.0037505877533245825,0,0,0.00015004878835870927
7.3,0.3,6.9,4.8,4.7,3.09,0,0,1,0.0032680396315489515,0,0,2.667536880479802e-07
5.3,3.5,6.9,3.3,5.0,2.81,0,1,0,0.004476671526574633,0,0,9.56955582113158e-06
9.8,0.3,8.2,0.4,5.3,3.71,1,0,0,0.0032566897345670818,0,0,0.0005060984451573976
7.2,4.0,7.8,1.6,3.4,2.98,0,0,1,0.0031703731186639556,0,0,4.040221058510925e-05
6.1,1.4,6.9,0.4,9.2,2.79,0,0,1,0.003302588813579186,0,0,0.00011366078230152425
8.6,2.6,8.5,0.0,4.3,2.85,1,0,0,0.0019167257029148671,0,0,0.0010917412502280397
6.1,2.6,7.4,0.0,7.9,3.03,0,0,1,0.003620934185815877,0,0,0.00023508932053954308
7.7,0.3,8.8,3.5,3.7,3.29,0,0,1,0.003125799403502108,0,0,0.00019347453394888333
8.9,3.0,9.0,1.6,1.5,3.42,1,0,0,0.0034232834357873967,0,0,9.462870812487192e-05
8.1,3.0,5.8,1.2,5.9,3.04,1,0,0,0.002533922657386403,0,0,0.0002324504784602369
9.5,3.0,9.5,1.5,0.5,3.76,1,0,0,0.003590264585898629,0,0,0.0013080731652692574
9.4,2.3,8.2,0.6,3.5,3.62,1,0,0,0.0017386798585153538,0,0,0.0002372534096753156
7.4,2.9,6.4,1.2,6.1,2.89,0,0,1,0.00352140977622797,0,0,0.00042369447594573054
6.1,1.7,9.5,3.0,3.7,2.76,0,0,1,0.003795949208856166,0,0,0.0001906738842063715
5.9,0.3,8.5,2.3,7.0,2.99,0,1,0,0.004385401226374789,0,0,0.00012820099030981942
9.0,1.1,8.5,1.4,4.0,3.56,1,0,0,0.0016626154922158142,0,0,0.0002113458212490096
9.7,2.5,6.6,1.4,3.8,3.57,1,0,0,0.0024743295203150362,0,0,9.086391293722144e-05
6.1,2.4,6.3,4.0,5.2,2.73,0,0,1,0.002063501864085092,0,0,0.00017367892267862992
9.1,3.1,8.8,0.6,2.4,3.42,1,0,0,0.00205612540994908,0,0,2.702897424385425e-05
6.8,1.7,5.2,1.6,8.7,2.91,1,0,0,0.00358852842951081,0,0,0.00014627446343314896
5.2,3.5,6.2,3.3,5.8,2.8,0,1,0,0.005304556639126819,0,0,1.3938268393407418e-05
6.6,3.6,9.4,1.4,3.0,2.94,0,0,1,0.004200886248736308,0,0,1.0157463440848204e-06
9.5,4.0,9.1,1.2,0.2,3.52,1,0,0,0.004076960108139033,0,0,0.0001539558550360776
5.3,0.4,10.0,2.0,6.3,2.49,0,1,0,0.00558554974619711,0,0,0.001585567344285776
8.7,3.2,9.3,2.8,0.0,3.1,1,0,0,0.0040580043454117466,0,0,0.00046667595893995587
5.1,1.4,8.9,3.4,5.2,2.72,0,1,0,0.004364463950671309,0,0,2.2829110216655245e-05
6.6,2.6,6.2,0.1,8.5,3.11,0,0,1,0.003493129483074885,0,0,0.00022195571588233984
8.8,0.2,9.2,3.6,2.2,3.59,1,0,0,0.0034886060296584944,0,0,0.0007096164988009745
7.8,2.5,9.3,2.6,1.8,3.2,0,0,1,0.002474539131358475,0,0,2.3838647305592104e-05
8.8,1.8,8.5,1.9,3.0,3.32,1,0,0,0.0016685081755369248,0,0,3.790473054414523e-09
6.1,2.4,9.6,5.5,0.4,2.99,0,0,1,0.005828361680737212,0,0,0.000194882756203698
6.1,4.0,9.9,2.6,1.4,2.49,0,0,1,0.006541850074212159,0,0,0.0028991994533189023
9.0,2.9,8.0,0.2,3.9,3.74,1,0,0,0.001905430385319511,0,0,0.000919480838656576
8.4,1.5,9.7,0.7,3.7,3.16,1,0,0,0.0030480644290538264,0,0,8.505212290188325e-05
7.5,2.8,8.5,3.4,1.8,2.98,0,0,1,0.0021616332113863833,0,0,9.461752358545972e-05
8.2,2.4,5.9,4.2,3.3,3.13,1,0,0,0.0017597767161504196,0,0,6.140472036920378e-05
7.3,2.7,9.2,0.8,4.0,3.41,0,0,1,0.0022409200623360083,0,0,0.0008252116742226153
9.2,3.2,9.8,1.0,0.8,3.55,1,0,0,0.0038862150031286403,0,0,0.0004040662804205347
7.4,1.6,5.8,3.4,5.8,3.19,1,0,0,0.0020745734967452783,0,0,3.224915180088653e-05
7.9,2.4,6.8,0.3,6.6,3.14,0,0,1,0.004224803067592191,0,0,8.734275209269737e-06
5.2,1.7,5.4,3.6,8.1,2.55,1,0,0,0.008780494641452564,1,0,0.001452738958541866
9.3,3.5,6.0,3.8,1.4,3.52,1,0,0,0.0036851034283788783,0,0,0.00017090582319180086
6.4,3.2,10.0,0.1,4.3,3.01,0,0,1,0.005110248689472693,0,0,0.00013618712082691555
9.9,1.9,9.2,0.2,2.8,3.65,1,0,0,0.0031397386833819253,0,0,0.0002636744301888211
6.7,0.3,9.9,4.9,2.2,2.96,0,0,1,0.005337601538821799,0,0,1.6755059485889154e-05
5.4,0.8,6.1,2.8,8.9,2.66,0,1,0,0.005698042573818016,0,0,0.00045705639112054747
6.3,0.4,5.8,0.9,10.6,2.93,1,0,0,0.006597115460734716,0,0,1.2390689546122034e-05
6.4,3.2,6.6,1.8,6.0,3.06,0,0,1,0.0027399924712207023,0,0,0.0001379456451902088
6.2,0.5,6.3,2.1,8.9,2.84,0,0,1,0.002519973474676181,0,0,5.267772616465456e-05
6.1,3.2,5.7,2.1,6.9,2.95,1,0,0,0.004580834946803433,0,0,2.833580907125097e-05
9.3,0.6,5.4,2.9,5.8,3.51,1,0,0,0.0042086661634467,0,0,0.00010588729813624862
9.0,0.5,7.9,3.0,3.6,2.99,1,0,0,0.00201958330046888,0,0,0.0008696801233504706
5.7,2.5,6.4,2.9,6.5,2.84,0,1,0,0.004684465926890623,0,0,2.7938311603945414e-06
6.5,3.3,5.3,2.5,6.4,2.81,1,0,0,0.003774547957666705,0,0,0.00028967142052410943
7.3,2.9,7.9,3.9,2.0,3.19,0,0,1,0.0024019079736437043,0,0,0.00010432213553518481
6.6,2.2,9.2,5.9,0.1,3.06,0,0,1,0.0055135318603460985,0,0,0.0001488708929855159
9.4,1.5,6.0,2.9,4.2,3.4,1,0,0,0.002898934591756328,0,0,6.0411304323701855e-06
7.4,3.4,6.8,5.2,1.2,3.45,0,0,1,0.0033167596784374697,0,0,0.001330228814929791
7.0,1.3,7.3,4.6,3.8,3.0,0,0,1,0.0020340729534192754,0,0,9.856058000954756e-06
9.8,0.7,7.8,3.3,2.4,3.41,1,0,0,0.0027448765087062415,0,0,5.0664408809315286e-05
7.4,2.6,6.1,3.3,4.6,3.41,0,0,1,0.003016645602895598,0,0,0.0009222634090971694
5.7,2.3,5.9,1.7,8.4,2.62,1,0,0,0.006136811343134761,0,0,0.0009926627692013548
6.1,0.7,9.1,1.7,6.4,2.69,0,0,1,0.0035927060242790035,0,0,0.00046316455568958626
6.9,3.2,6.8,0.5,6.6,3.08,0,0,1,0.0031561607555300507,0,0,5.264378952412792e-05
7.8,3.4,9.0,0.7,3.1,2.95,0,0,1,0.0027218404358107812,0,0,0.0002875127272134649
6.1,3.5,6.2,1.6,6.6,3.05,0,0,1,0.0034303517423619214,0,0,0.0002880970787751139
5.0,3.5,9.0,3.8,2.7,2.62,0,1,0,0.006181519676156292,0,0,0.00023283506052751833
7.3,1.4,5.5,2.9,6.9,3.19,1,0,0,0.0027517873332687146,0,0,6.0650998362246034e-05
9.6,0.2,6.5,1.2,6.5,3.5,1,0,0,0.0039048899854144618,0,0,1.7089107670387283e-05
7.3,1.9,8.8,0.9,5.1,3.06,0,0,1,0.0019163640540676892,0,0,6.80415829249013e-07
7.4,1.7,8.0,6.0,0.9,3.0,0,0,1,0.002621772269087525,0,0,7.695199056060881e-05
9.1,0.7,5.2,1.2,7.8,3.64,1,0,0,0.0056253285883887255,0,0,0.0011163565925530984
6.7,2.0,8.1,5.5,1.7,3.11,0,0,1,0.0026007071724238316,0,0,0.00012107598534261313
5.3,0.1,7.8,2.6,8.2,3.58,0,1,0,0.0056877483114060184,0,0,0.010546054819704824
9.2,0.6,5.1,2.7,6.4,3.27,1,0,0,0.005430008566635754,0,0,0.00030477362786766735
8.0,1.1,5.9,2.3,6.7,3.27,1,0,0,0.0020738429214440866,0,0,2.068236600017545e-05
9.0,1.6,8.8,0.6,4.0,3.2,1,0,0,0.0018836453286302185,0,0,0.00013003470070153494
8.4,2.3,9.6,1.4,2.3,3.41,1,0,0,0.002695299429916719,0,0,0.0002093618398107012
5.3,0.1,9.1,3.1,6.4,2.65,0,1,0,0.0056860624542329685,0,0,0.0003972877082876024
6.7,0.1,9.8,4.0,3.4,3.15,0,0,1,0.005126099619701566,0,0,0.00039176212984159573
9.7,1.1,8.1,3.5,1.6,3.63,1,0,0,0.002730152673130775,0,0,0.00021850867935265507
9.7,3.5,8.7,0.6,1.5,3.36,1,0,0,0.0025126906630084547,0,0,5.468381059883628e-05
6.4,3.9,5.1,4.3,4.3,3.14,1,0,0,0.0044512155520367155,0,0,0.0004864554249459961
10.0,1.2,6.7,0.5,5.6,3.79,1,0,0,0.004000013426518845,0,0,0.0009315573400999817
7.2,1.0,6.7,5.0,4.1,3.21,0,0,1,0.002562329071213345,0,0,0.00014187254617246774
5.3,0.4,5.8,3.6,8.9,2.76,1,0,0,0.0085938288687318,1,0,5.2774878986548206e-05
5.8,3.9,7.2,3.0,4.1,2.83,0,1,0,0.004956193252709556,0,0,1.0438550413644168e-05
8.3,3.0,8.8,2.3,1.6,2.92,1,0,0,0.002548537312532009,0,0,0.0007720631293265511
9.5,3.3,8.8,0.1,2.3,3.24,1,0,0,0.0028171508102983155,0,0,0.00026113323402447475
7.0,3.5,9.5,3.6,0.4,3.4,0,0,1,0.004265895733710296,0,0,0.0019544622748053956
6.6,2.8,6.4,1.1,7.1,2.88,0,0,1,0.0030305837786161766,0,0,6.771154659362833e-05
7.1,3.3,5.6,4.4,3.6,2.85,1,0,0,0.0026506516406546487,0,0,0.0003654146888655431
7.7,1.2,7.5,1.8,5.8,2.88,0,0,1,0.0023303188590957425,0,0,0.0004959924855601744
5.8,0.5,7.7,5.4,4.6,3.27,0,1,0,0.005066308551906766,0,0,0.002337201974098355
6.7,2.9,8.3,5.6,0.5,3.06,0,0,1,0.003942819306926213,0,0,7.854818916690528e-05
8.3,3.6,7.0,1.7,3.4,3.5,1,0,0,0.002176915053509801,0,0,0.000465616832193173
5.1,3.3,9.0,0.6,6.0,2.54,0,1,0,0.005417456476695192,0,0,0.0006865741683027431
5.6,3.9,6.1,0.4,8.0,3.32,0,1,0,0.0065107847003733526,0,0,0.0049143087229451725
8.0,3.0,5.2,4.0,3.8,3.01,1,0,0,0.0025406301442249396,0,0,0.0002924431555397359
5.9,2.3,6.5,5.6,3.7,2.9,0,1,0,0.004779192617600547,0,0,1.5617312130969387e-06
9.1,3.9,6.3,4.6,0.1,2.98,1,0,0,0.003987605972538101,0,0,0.0018012482207133936
5.3,0.2,8.5,2.7,7.3,2.62,0,1,0,0.005558931022245044,0,0,0.0005639777497380026
6.1,2.5,6.3,3.5,5.6,3.13,0,0,1,0.002280535482252286,0,0,0.0003878243424234469
9.1,1.9,6.8,2.2,4.0,3.27,1,0,0,0.0014878678690913468,0,0,4.823922906711768e-05
9.0,1.3,6.0,0.5,7.2,3.05,1,0,0,0.0035030013442811786,0,0,0.0010503985704801602
9.2,0.9,6.9,4.9,2.1,2.81,1,0,0,0.002619762845865001,0,0,0.0027879965995061323
9.1,1.5,7.3,1.8,4.3,3.4,1,0,0,0.0014239722217884107,0,0,3.0483823172820027e-06
7.7,0.1,7.4,2.4,6.4,3.24,0,0,1,0.0037895690180032252,0,0,8.812741057643485e-05
5.8,2.6,9.9,3.2,2.5,2.8,0,1,0,0.005671256767318396,0,0,5.524572101650446e-05
7.1,0.5,8.1,5.6,2.7,3.1,0,0,1,0.0029856531838210907,0,0,1.4928317330782735e-05
8.3,0.3,6.8,3.3,5.3,3.48,1,0,0,0.0022170428425107107,0,0,0.0003191072909167885
9.1,2.4,6.9,1.4,4.2,3.3,1,0,0,0.0016370983849522682,0,0,2.298711471160002e-05
5.5,1.4,7.1,4.1,5.9,2.71,0,1,0,0.0034923710207228485,0,0,0.00015550363875894545
7.0,0.7,5.8,5.0,5.5,3.09,1,0,0,0.0029918723251192623,0,0,5.243511894608453e-06
5.2,1.7,5.8,5.3,6.0,2.48,1,0,0,0.007363310086966529,0,0,0.002076166060630706
7.5,2.9,9.8,0.8,3.0,3.19,0,0,1,0.003095866273903352,0,0,9.4295728072431e-05
9.4,3.7,9.6,0.8,0.5,3.16,1,0,0,0.003236730686417423,0,0,0.0005418922652813192
8.8,2.1,8.4,2.0,2.7,3.66,1,0,0,0.0013541263169959679,0,0,0.00048093321451373947
8.7,3.3,5.7,5.0,1.3,3.55,1,0,0,0.002392535520869807,0,0,0.00042567711058615775
7.2,1.5,9.6,1.4,4.3,3.11,0,0,1,0.002521588959332937,0,0,2.242663380560114e-05
9.2,1.9,7.6,1.6,3.7,3.02,1,0,0,0.0018114182795451305,0,0,0.000736736934267962
5.2,1.1,5.0,5.9,6.8,2.93,1,0,0,0.0087086394972648,1,0,0.0005287180453948611
9.8,1.6,8.6,1.4,2.6,3.68,1,0,0,0.002853993218646326,0,0,0.00036674016291127204
9.7,1.6,8.9,1.0,2.8,3.57,1,0,0,0.0029440471207683844,0,0,0.00011282576387253951
10.0,0.1,8.0,3.9,2.0,3.35,1,0,0,0.004062214395298038,0,0,0.00037357339539022656
9.7,0.7,8.1,1.2,4.3,3.53,1,0,0,0.0026812391371890502,0,0,3.14891501615567e-05
6.5,2.2,7.1,1.0,7.2,2.91,0,0,1,0.0025899010877789537,0,0,1.3797512692233465e-05
8.8,3.6,5.4,2.4,3.8,3.08,1,0,0,0.0033673874477375973,0,0,0.0005931571692075804
5.5,0.1,8.3,3.6,6.5,2.73,0,1,0,0.00474772418692381,0,0,0.00016101429712226019
5.1,3.3,9.9,0.8,4.9,2.64,0,1,0,0.006350392077477027,0,0,0.0001952096710666508
6.2,3.5,9.6,2.0,2.7,2.55,0,0,1,0.004657195362531388,0,0,0.0016385219165264834
5.1,2.3,5.1,4.7,6.8,3.03,1,0,0,0.007850618135591488,0,0,0.0017238799066498427
6.5,0.2,7.9,2.4,7.0,2.98,0,0,1,0.0024956312961143686,0,0,1.5849451827512982e-06
6.4,2.8,6.4,5.4,3.0,3.05,0,0,1,0.0027446076253301666,0,0,0.00010054212749398285
6.9,2.2,5.3,2.6,7.0,3.12,1,0,0,0.002884972142313164,0,0,5.952654709155993e-05
6.1,0.9,9.1,5.6,2.3,3.01,0,0,1,0.004989043764542804,0,0,0.00018934566045075268
5.5,1.8,6.7,5.2,4.8,2.24,0,1,0,0.00330382767140598,0,0,0.0035353758523879015
6.7,1.6,7.6,1.0,7.1,2.93,0,0,1,0.0023717505040274133,0,0,2.2072451563491675e-05
7.9,3.2,8.8,0.6,3.5,3.09,0,0,1,0.002887993630650057,0,0,3.526918691046767e-05
6.8,1.6,8.4,0.3,6.9,2.88,0,0,1,0.002075377169955901,0,0,8.637212301365348e-05
